locality_identifier,household_identifier,treatment_locality,promotion_locality,eligible,enrolled,enrolled_rp,poverty_index,round,age_hh,age_sp,educ_hh,educ_sp,female_hh,indigenous,hhsize,dirtfloor,bathroom,land,school_distance,school,attendance_freq,attendance_rate
62,54,1,1,1,1,1,47.944358825683594,0,42,38,1,0,0,0,9,1,0,3,135.4732181423812,0,108.03596019744873,92.47228098769
62,54,1,1,1,1,1,47.944358825683594,1,43,39,1,0,0,0,9,1,0,3,135.4732181423812,0,115.61978125572205,98.96357546574444
62,55,1,1,1,1,1,49.38176345825195,0,31,30,2,1,0,0,6,1,0,2,135.4732181423812,0,103.3613748550415,88.47111722245855
62,55,1,1,1,1,1,49.38176345825195,1,32,31,2,1,0,0,6,1,0,2,135.4732181423812,0,101.84134578704834,87.17006380628092
62,56,1,1,1,1,1,52.241111755371094,1,32,39,3,2,1,0,6,0,0,2,135.4732181423812,0,114.64327311515808,98.1277432576911
62,56,1,1,1,1,1,52.241111755371094,0,31,41,3,2,1,0,6,0,0,2,135.4732181423812,0,98.30360984802246,84.14197472172094
62,59,1,1,1,1,1,53.554866790771484,1,40,41,0,2,1,0,8,1,0,1,135.4732181423812,0,113.82098650932312,97.4239154032599
62,59,1,1,1,1,1,53.554866790771484,0,39,41,0,2,1,0,8,1,0,1,135.4732181423812,0,105.49682903289795,90.29893750017142
62,64,1,1,1,1,1,49.14992141723633,0,47,45,0,0,0,0,7,1,0,2,135.4732181423812,0,104.55056095123291,89.48898896287432
62,64,1,1,1,1,1,49.14992141723633,1,48,46,0,0,0,0,7,1,0,2,135.4732181423812,0,112.61209106445313,96.38917364636296
62,68,1,1,1,1,0,55.02318572998047,0,32,21,2,4,0,0,4,1,0,4,135.4732181423812,0,99.49752235412598,85.16389198461512
62,68,1,1,1,1,0,55.02318572998047,1,33,22,2,4,0,0,4,1,0,4,135.4732181423812,1,113.98475432395935,97.56409079804608
62,71,1,1,1,1,1,55.28052520751953,0,66,41,0,2,1,0,7,1,0,12,135.4732181423812,0,100.16983604431152,85.73935204770046
62,71,1,1,1,1,1,55.28052520751953,1,67,41,0,2,1,0,7,1,0,12,135.4732181423812,0,116.08001786470413,99.35751030881735
134,75,0,0,1,0,0,48.5703239440918,1,19,20,0,0,0,1,3,1,0,2,142.13612950435163,0,94.20687484741211,80.63541607757895
134,75,0,0,1,0,0,48.5703239440918,0,18,19,0,0,0,1,3,1,0,2,142.13612950435163,0,103.15713214874268,88.29629775593986
134,76,0,0,1,0,0,39.33539581298828,1,28,27,0,0,0,1,6,1,0,2,142.13612950435163,0,105.04716777801514,89.91405452384755
134,76,0,0,1,0,0,39.33539581298828,0,27,26,0,0,0,1,6,1,0,2,142.13612950435163,0,107.71554851531982,92.19802786819707
134,77,0,0,1,0,0,45.98145294189453,1,48,48,0,0,0,1,4,1,0,3,142.13612950435163,0,97.08108711242676,83.09556882396956
134,77,0,0,1,0,0,45.98145294189453,0,47,47,0,0,0,1,4,1,0,3,142.13612950435163,0,100.85535430908203,86.32611443206024
134,78,0,0,1,0,0,44.358577728271484,0,25,24,1,0,0,1,4,1,0,3,142.13612950435163,0,102.8095474243164,87.9987861473474
134,78,0,0,1,0,0,44.358577728271484,1,26,25,1,0,0,1,4,1,0,3,142.13612950435163,0,106.34960269927979,91.02886044390647
134,80,0,0,1,0,0,45.595054626464844,0,36,41,0,2,1,1,3,1,0,1,142.13612950435163,0,98.15408515930176,84.01399058565453
134,80,0,0,1,0,0,45.595054626464844,1,37,41,0,2,1,1,3,1,0,1,142.13612950435163,0,98.37750244140625,84.2052223352545
34,90,1,1,1,1,1,57.30293655395508,0,32,41,4,2,1,1,5,1,0,2,163.841865005557,0,101.38936710357666,86.78319725053363
34,90,1,1,1,1,1,57.30293655395508,1,33,41,4,2,1,1,5,1,0,2,163.841865005557,0,116.83064270019531,100
34,97,1,1,1,1,1,55.56414031982422,0,50,49,3,1,0,1,5,1,0,3,163.841865005557,0,101.66638374328613,87.02030682496294
34,97,1,1,1,1,1,55.56414031982422,1,51,50,3,1,0,1,5,1,0,3,163.841865005557,0,113.08812499046326,96.79663004222624
34,99,1,1,1,1,1,55.95054244995117,1,73,73,0,0,0,1,6,1,0,1,163.841865005557,0,116.31795293092728,99.56116840803172
34,99,1,1,1,1,1,55.95054244995117,0,72,72,0,0,0,1,6,1,0,1,163.841865005557,1,104.9562292098999,89.83621658166608
34,100,1,1,1,1,0,57.70247268676758,0,67,49,2,0,0,1,5,1,1,2,163.841865005557,0,100.97024345397949,86.42445262676853
34,100,1,1,1,1,0,57.70247268676758,1,68,50,2,0,0,1,5,1,1,2,163.841865005557,0,116.83064270019531,100
34,107,1,1,1,1,1,47.08887481689453,0,28,26,3,2,0,1,7,1,0,0,163.841865005557,0,108.64147186279297,92.99056253724721
34,107,1,1,1,1,1,47.08887481689453,1,29,27,3,2,0,1,7,1,0,0,163.841865005557,0,115.24900984764099,98.64621745117587
34,109,1,1,1,1,1,57.88253402709961,0,60,50,0,0,0,1,6,1,0,1,163.841865005557,0,104.66177940368652,89.58418526573043
34,109,1,1,1,1,1,57.88253402709961,1,61,51,0,0,0,1,6,1,0,1,163.841865005557,0,107.74201488494873,92.22068148801566
34,125,1,1,1,1,1,56.41421890258789,0,41,39,4,0,0,1,6,1,0,1,163.841865005557,0,104.90864658355713,89.7954887167472
34,125,1,1,1,1,1,56.41421890258789,1,42,40,4,0,0,1,6,1,0,1,163.841865005557,0,116.77180938795209,99.94964222494761
34,130,1,1,1,1,1,49.459041595458984,1,38,31,0,0,0,1,6,1,0,2,163.841865005557,0,115.70209670066833,99.03403253337997
34,130,1,1,1,1,1,49.459041595458984,0,37,30,0,0,0,1,6,1,0,2,163.841865005557,0,106.47882652282715,91.13946826096604
34,131,1,1,1,1,1,51.70015335083008,1,41,41,0,6,0,1,5,1,0,1,163.841865005557,0,116.32005482912064,99.5629675064059
34,131,1,1,1,1,1,51.70015335083008,0,40,40,0,6,0,1,5,1,0,1,163.841865005557,0,103.85510063171387,88.89371677790166
34,133,1,1,1,1,1,55.48686218261719,0,27,22,3,5,0,1,4,1,0,0,163.841865005557,0,103.25555515289307,88.380541925
34,133,1,1,1,1,1,55.48686218261719,1,28,23,3,5,0,1,4,1,0,0,163.841865005557,0,116.75465850532055,99.93496210144993
34,136,1,1,1,1,1,57.959815979003906,0,70,50,0,0,0,1,8,1,0,4,163.841865005557,0,108.0186071395874,92.45742781436125
34,136,1,1,1,1,1,57.959815979003906,1,71,51,0,0,0,1,8,1,0,4,163.841865005557,0,116.83064270019531,100
34,138,1,1,1,1,1,49.84543991088867,1,34,32,0,4,0,1,7,1,0,1,163.841865005557,0,116.83064270019531,100
34,138,1,1,1,1,1,49.84543991088867,0,33,31,0,4,0,1,7,1,0,1,163.841865005557,0,108.97056579589844,93.27224714113146
34,140,1,1,1,1,1,56.64605712890625,1,57,51,0,0,0,1,6,1,1,2,163.841865005557,0,112.72975063323975,96.48988315721326
34,140,1,1,1,1,1,56.64605712890625,0,56,50,0,0,0,1,6,1,1,2,163.841865005557,0,104.29693222045898,89.27189803115294
34,141,1,1,1,1,1,54.44358444213867,0,31,29,2,0,0,1,7,1,1,1,163.841865005557,0,107.9950647354126,92.43727693302507
34,141,1,1,1,1,1,54.44358444213867,1,32,30,2,0,0,1,7,1,1,1,163.841865005557,0,116.83064270019531,100
34,144,1,1,1,1,1,55.409584045410156,0,27,28,1,0,0,1,6,1,0,1,163.841865005557,0,106.7199010848999,91.34581357971207
34,144,1,1,1,1,1,55.409584045410156,1,28,30,1,0,0,1,6,1,0,1,163.841865005557,0,114.33767771720886,97.86617198590291
34,147,1,1,1,1,1,52.39567184448242,1,34,33,6,6,0,1,8,1,0,0,163.841865005557,0,116.83064270019531,100
34,147,1,1,1,1,1,52.39567184448242,0,33,32,6,6,0,1,8,1,0,0,163.841865005557,0,110.16406917572021,94.29381421654719
34,150,1,1,1,1,1,50.73415756225586,1,33,28,4,0,0,1,7,1,0,1,163.841865005557,0,116.56467229127884,99.77234533443509
34,150,1,1,1,1,1,50.73415756225586,0,32,27,4,0,0,1,7,1,0,1,163.841865005557,0,108.36608982086182,92.75485208015607
34,153,1,1,1,1,1,57.80525588989258,1,36,33,0,0,0,1,5,1,0,1,163.841865005557,0,113.07774996757507,96.78774964693919
34,153,1,1,1,1,1,57.80525588989258,0,35,32,0,0,0,1,5,1,0,1,163.841865005557,0,104.64862060546875,89.57292212627176
34,155,1,1,1,1,1,56.105098724365234,1,76,41,0,2,0,1,1,1,0,0,163.841865005557,0,104.84024906158447,89.7369445536819
34,155,1,1,1,1,1,56.105098724365234,0,75,41,0,2,0,1,1,1,0,0,163.841865005557,0,91.71414947509766,78.50179315579878
34,158,1,1,1,1,1,56.25965881347656,0,35,20,0,6,0,1,4,1,0,0,163.841865005557,0,103.67809009552002,88.74220641032791
34,158,1,1,1,1,1,56.25965881347656,1,36,21,0,6,0,1,4,1,0,0,163.841865005557,0,115.53385138511658,98.89002466723863
34,162,1,1,1,1,1,54.559505462646484,0,23,25,0,6,0,1,5,1,0,1,163.841865005557,0,106.27825355529785,90.96778987001171
34,162,1,1,1,1,1,54.559505462646484,1,24,26,0,6,0,1,5,1,0,1,163.841865005557,0,116.83064270019531,100
34,163,1,1,1,1,1,56.25965881347656,1,27,31,0,0,0,1,4,1,0,1,163.841865005557,0,115.25299525260925,98.64962871801147
34,163,1,1,1,1,1,56.25965881347656,0,26,30,0,0,0,1,4,1,0,1,163.841865005557,0,103.5625410079956,88.64330334444224
34,168,1,1,1,1,1,55.22951889038086,1,40,40,0,0,0,1,8,0,0,1,163.841865005557,0,116.02931195497513,99.31410910125992
34,168,1,1,1,1,1,55.22951889038086,0,39,39,0,0,0,1,8,0,0,1,163.841865005557,0,107.54844188690186,92.05499464972306
34,169,1,1,1,1,1,54.404945373535156,0,37,38,0,0,0,1,4,0,0,1,163.841865005557,1,99.53294944763184,85.19421544487099
34,169,1,1,1,1,1,54.404945373535156,1,38,39,0,0,0,1,4,0,0,1,163.841865005557,0,116.83064270019531,100
34,173,1,1,1,1,0,54.0958251953125,1,35,32,5,5,0,1,5,0,1,1,163.841865005557,1,116.83064270019531,100
34,173,1,1,1,1,0,54.0958251953125,0,33,31,5,5,0,1,5,0,1,1,163.841865005557,0,100.96727848052979,86.42191478790949
34,182,1,1,1,1,1,54.52086639404297,0,46,36,0,0,0,1,7,1,0,1,163.841865005557,0,107.7451000213623,92.22332217914109
34,182,1,1,1,1,1,54.52086639404297,1,47,37,0,0,0,1,7,1,0,1,163.841865005557,0,116.83064270019531,100
34,184,1,1,1,1,1,57.841575622558594,1,60,58,0,0,0,1,6,1,0,0,163.841865005557,0,116.83064270019531,100
34,184,1,1,1,1,1,57.841575622558594,0,59,57,0,0,0,1,6,1,0,0,163.841865005557,0,104.88916969299316,89.77881767042425
34,185,1,1,1,1,1,53.490726470947266,1,63,62,0,0,0,1,8,1,1,2,163.841865005557,0,113.94577193260193,97.5307242167653
34,185,1,1,1,1,1,53.490726470947266,0,62,61,0,0,0,1,8,1,1,2,163.841865005557,0,108.28835582733154,92.68831645924902
34,192,1,1,1,1,1,52.55023193359375,0,26,31,0,0,0,1,7,1,0,2,163.841865005557,0,109.47444248199463,93.70353526422193
34,192,1,1,1,1,1,52.55023193359375,1,27,32,0,0,0,1,7,1,0,2,163.841865005557,0,116.46652966737747,99.68834115399655
34,195,1,1,1,1,0,54.404945373535156,0,31,41,3,2,0,1,5,1,0,2,163.841865005557,0,103.05671501159668,88.21034672903019
34,195,1,1,1,1,0,54.404945373535156,1,32,42,3,2,0,1,5,1,0,2,163.841865005557,0,109.7644510269165,93.9517651277399
34,198,1,1,1,1,1,55.5255012512207,1,78,68,0,0,0,1,9,1,0,4,163.841865005557,1,116.83064270019531,100
34,198,1,1,1,1,1,55.5255012512207,0,77,67,0,0,0,1,9,1,0,4,163.841865005557,0,110.33086347579956,94.43658010075735
34,199,1,1,1,1,1,50.772796630859375,0,42,33,0,0,0,1,8,1,0,2,163.841865005557,0,110.03048610687256,94.1794751478232
34,199,1,1,1,1,1,50.772796630859375,1,43,34,0,0,0,1,8,1,0,2,163.841865005557,0,116.83064270019531,100
34,201,1,1,1,1,1,50.540958404541016,0,65,35,0,3,1,1,6,1,0,1,163.841865005557,0,105.85904693603516,90.60897422920553
34,201,1,1,1,1,1,50.540958404541016,1,66,36,0,3,1,1,6,1,0,1,163.841865005557,0,116.26981049776077,99.51996138215749
34,203,1,1,1,1,1,54.327667236328125,0,30,28,9,9,0,1,6,0,1,1,163.841865005557,0,103.48493194580078,88.57687465724075
34,203,1,1,1,1,1,54.327667236328125,1,31,29,9,9,0,1,6,0,1,1,163.841865005557,0,114.87943053245544,98.329879796393
34,209,1,1,1,1,1,49.92272186279297,0,55,52,0,0,0,1,5,1,0,1,163.841865005557,0,102.77804756164551,87.97182416036961
34,209,1,1,1,1,1,49.92272186279297,1,56,53,0,0,0,1,5,1,0,1,163.841865005557,0,110.24186706542969,94.36040452873875
34,213,1,1,1,1,1,56.25965881347656,0,49,48,0,0,0,1,6,1,0,1,163.841865005557,0,105.14974117279053,90.00185117753765
34,213,1,1,1,1,1,56.25965881347656,1,50,49,0,0,0,1,6,1,0,1,163.841865005557,0,116.83064270019531,100
34,214,1,1,1,1,1,51.54559326171875,0,46,36,6,2,0,1,7,0,1,1,163.841865005557,0,103.83076763153076,88.8728891939556
34,214,1,1,1,1,1,51.54559326171875,1,47,37,6,2,0,1,7,0,1,1,163.841865005557,0,116.83064270019531,100
34,219,1,1,1,1,1,55.27048110961914,0,77,72,0,0,0,1,7,1,0,0,163.841865005557,0,107.19404888153076,91.7516555623224
34,219,1,1,1,1,1,55.27048110961914,1,78,73,0,0,0,1,7,1,0,0,163.841865005557,0,112.81152725219727,96.55987902222563
34,221,1,1,1,1,1,54.791343688964844,1,43,33,0,0,0,1,8,1,0,1,163.841865005557,0,116.72801856696606,99.91215991724654
34,221,1,1,1,1,1,54.791343688964844,0,42,32,0,0,0,1,8,1,0,1,163.841865005557,0,110.27153730392456,94.38580046751743
34,225,1,1,1,1,1,53.63214874267578,0,41,41,0,0,0,1,4,1,0,1,163.841865005557,0,101.7116231918335,87.059029070687
34,225,1,1,1,1,1,53.63214874267578,1,42,42,0,0,0,1,4,1,0,1,163.841865005557,0,108.52489376068115,92.89077869679451
34,226,1,1,1,1,1,52.39567184448242,1,26,24,5,5,0,1,5,0,0,1,163.841865005557,0,111.49708938598633,95.43479930355629
34,226,1,1,1,1,1,52.39567184448242,0,25,23,5,5,0,1,5,0,0,1,163.841865005557,0,102.65095806121826,87.86304319547037
34,228,1,1,1,1,0,54.94590377807617,0,25,22,5,4,0,1,4,1,1,1,163.841865005557,0,102.95761489868164,88.12552299561177
34,228,1,1,1,1,0,54.94590377807617,1,26,23,5,4,0,1,4,1,1,1,163.841865005557,0,113.63945078849792,97.26853174993956
34,229,1,1,1,1,1,51.15919494628906,1,31,25,5,3,0,1,6,0,1,1,163.841865005557,0,113.5441586971283,97.18696745382064
34,229,1,1,1,1,1,51.15919494628906,0,30,24,5,3,0,1,6,0,1,1,163.841865005557,0,103.79908180236816,88.84576803085123
34,230,1,1,1,1,1,52.70479202270508,1,42,37,0,0,0,1,7,1,0,2,163.841865005557,0,108.37007808685303,92.75826579585517
34,230,1,1,1,1,1,52.70479202270508,0,41,36,0,0,0,1,7,1,0,2,163.841865005557,0,107.89117908477783,92.34835706728288
34,235,1,1,1,1,1,54.86862564086914,0,25,25,6,6,0,1,6,0,0,3,163.841865005557,0,104.17344188690186,89.16619773651875
34,235,1,1,1,1,1,54.86862564086914,1,27,26,6,6,0,1,6,0,0,3,163.841865005557,0,115.145925283432,98.55798326720966
46,241,1,1,1,1,1,52.55023193359375,0,23,20,0,6,0,1,4,1,0,3,132.00149440312714,0,104.29036808013916,89.26627952202887
46,241,1,1,1,1,1,52.55023193359375,1,24,20,0,6,0,1,4,1,0,3,132.00149440312714,0,113.8433358669281,97.44304510852253
46,243,1,1,1,1,1,54.25038528442383,1,23,26,6,6,1,0,4,1,0,0,132.00149440312714,0,101.67376804351807,87.02662734161959
46,243,1,1,1,1,1,54.25038528442383,0,22,25,6,6,1,0,4,1,0,0,132.00149440312714,0,101.80033016204834,87.13495689934962
46,246,1,1,1,1,1,57.88253402709961,0,25,19,6,6,0,0,3,1,1,3,132.00149440312714,0,98.17858123779297,84.03495775481926
46,246,1,1,1,1,1,57.88253402709961,1,27,21,6,6,0,0,3,1,1,3,132.00149440312714,0,116.83064270019531,100
46,249,1,1,1,1,1,46.36785125732422,0,32,29,6,6,0,0,8,1,1,2,132.00149440312714,0,107.12082958221436,91.68898424799582
46,249,1,1,1,1,1,46.36785125732422,1,33,30,6,6,0,0,8,1,1,2,132.00149440312714,0,116.83064270019531,100
46,252,1,1,1,1,1,56.33694076538086,1,33,32,2,0,0,0,5,1,0,1,132.00149440312714,0,116.83064270019531,100
46,252,1,1,1,1,1,56.33694076538086,0,32,32,2,0,0,0,5,1,0,1,132.00149440312714,0,101.29274845123291,86.70049749804517
46,260,1,1,1,1,1,54.48222732543945,1,41,31,3,3,0,0,6,1,0,3,132.00149440312714,0,108.87459659576416,93.19010328065426
46,260,1,1,1,1,1,54.48222732543945,0,40,30,3,3,0,0,6,1,0,3,132.00149440312714,0,102.43174743652344,87.67541209148223
46,263,1,1,1,1,1,55.33230209350586,0,20,20,5,5,0,0,3,1,0,0,132.00149440312714,0,99.508056640625,85.17290869996955
46,263,1,1,1,1,1,55.33230209350586,1,21,21,5,5,0,0,3,1,0,0,132.00149440312714,0,105.3106107711792,90.13954587361278
46,265,1,1,1,1,1,53.70942687988281,1,51,42,2,0,0,0,5,1,0,2,132.00149440312714,0,112.84095549583435,96.58506782796779
46,265,1,1,1,1,1,53.70942687988281,0,50,42,2,0,0,0,5,1,0,2,132.00149440312714,0,99.37728118896484,85.0609727826129
46,266,1,1,1,1,1,42.10200881958008,1,42,32,0,0,0,0,8,1,0,1,132.00149440312714,0,116.83064270019531,100
46,266,1,1,1,1,1,42.10200881958008,0,42,31,0,0,0,0,8,1,0,1,132.00149440312714,0,107.69659805297852,92.18180741275548
46,268,1,1,1,1,1,39.799072265625,1,34,32,5,1,0,0,8,1,0,1,132.00149440312714,0,116.04661637544632,99.32892064390938
46,268,1,1,1,1,1,39.799072265625,0,33,31,5,1,0,0,8,1,0,1,132.00149440312714,1,107.40594387054443,91.93302492237756
46,270,1,1,1,1,1,51.23647689819336,0,27,27,2,0,0,0,6,1,0,1,132.00149440312714,0,104.15632343292236,89.15154536999584
46,270,1,1,1,1,1,51.23647689819336,1,28,28,2,0,0,0,6,1,0,1,132.00149440312714,0,116.83064270019531,100
46,271,1,1,1,1,1,56.105098724365234,0,28,24,6,6,0,0,4,1,0,2,132.00149440312714,0,99.98381042480469,85.5801253112832
46,271,1,1,1,1,1,56.105098724365234,1,29,25,6,6,0,0,4,1,0,2,132.00149440312714,0,114.61962389945984,98.10750095211812
50,276,1,1,1,1,1,52.70479202270508,0,42,32,0,0,0,0,4,1,0,1,132.77232218813495,0,99.42437934875488,85.10128597331483
50,276,1,1,1,1,1,52.70479202270508,1,43,33,0,0,0,0,4,1,0,1,132.77232218813495,1,100.03987884521484,85.62811650530071
50,278,1,1,1,1,1,53.78670883178711,1,52,41,0,2,1,0,5,1,0,1,132.77232218813495,0,111.90930271148682,95.78762910571554
50,278,1,1,1,1,1,53.78670883178711,0,51,41,0,2,1,0,5,1,0,1,132.77232218813495,0,98.58640098571777,84.38402691895229
80,280,1,1,1,1,1,48.119781494140625,0,42,40,2,0,0,0,8,1,0,1,130.47840098352972,0,106.27065086364746,90.96128242344233
80,280,1,1,1,1,1,48.119781494140625,1,43,41,2,0,0,0,8,1,0,1,130.47840098352972,0,115.84585648775101,99.15708226054066
80,281,1,1,1,1,1,48.42890167236328,0,60,57,2,0,0,0,5,1,0,1,130.47840098352972,0,99.0039234161377,84.7414009954532
80,281,1,1,1,1,1,48.42890167236328,1,61,58,2,0,0,0,5,1,0,1,130.47840098352972,0,115.04021906852722,98.46750510800271
80,283,1,1,1,1,0,44.11360168457031,0,52,52,0,0,0,0,11,1,0,18,130.47840098352972,0,109.47900581359863,93.70744120148164
80,283,1,1,1,1,0,44.11360168457031,1,53,53,0,0,0,0,11,1,0,18,130.47840098352972,0,113.37723517417908,97.04409096260972
80,287,1,1,1,1,0,49.304481506347656,0,86,41,0,2,1,1,2,1,0,1,130.47840098352972,0,94.62722396850586,80.99520963120376
80,287,1,1,1,1,0,49.304481506347656,1,87,41,0,2,1,1,2,1,0,1,130.47840098352972,0,112.67958545684814,96.44694478485461
80,290,1,1,1,1,1,42.34930419921875,1,38,36,0,0,0,0,5,1,0,18,130.47840098352972,0,112.53273487091064,96.32124951985949
80,290,1,1,1,1,1,42.34930419921875,0,37,35,0,0,0,0,5,1,0,18,130.47840098352972,0,98.57000732421875,84.36999493117911
44,294,1,1,1,1,1,52.70479202270508,1,37,35,6,3,0,0,10,1,1,2,147.65872974910934,0,112.45446586608887,96.25425596148062
44,294,1,1,1,1,1,52.70479202270508,0,36,34,6,3,0,0,10,1,1,2,147.65872974910934,0,110.57848882675171,94.64853250059785
61,297,1,1,1,1,1,55.42890167236328,0,43,39,0,0,0,0,7,1,0,0,107.67786668387248,0,105.35280513763428,90.1756617123002
61,297,1,1,1,1,1,55.42890167236328,1,44,40,0,0,0,0,7,1,0,0,107.67786668387248,0,106.91240406036377,91.51058454306101
61,299,1,1,1,1,1,50.11592102050781,1,41,39,0,0,0,1,7,1,0,1,107.67786668387248,1,116.83064270019531,100
61,299,1,1,1,1,1,50.11592102050781,0,40,38,0,0,0,1,7,1,0,1,107.67786668387248,0,108.05645942687988,92.48982709456519
61,301,1,1,1,1,1,54.1731071472168,0,33,25,0,0,0,1,4,1,0,0,107.67786668387248,0,103.43581008911133,88.53482930376656
61,301,1,1,1,1,1,54.1731071472168,1,34,26,0,0,0,1,4,1,0,0,107.67786668387248,0,109.24904346466064,93.51060726851415
61,304,1,1,1,1,1,53.47758865356445,0,46,41,0,0,0,1,6,0,0,3,107.67786668387248,1,102.52727317810059,87.75717637811915
